EFORSCDCID,ReportingState,ReportingCounty,FirstIll,LastIll,FirstExposure,LastExposure,Illnesses,Hospitalizations,Deaths,Genus1,Genus2,Genus3,Genus4,Genus5,Genus6,Species1,Species2,Species3,Species4,Species5,Species6,Serotype1,Serotype2,Serotype3,Serotype4,Serotype5,Serotype6,Confirmed1,Confirmed2,Confirmed3,Confirmed4,Confirmed5,Confirmed6,WhereEaten1,WhereEaten2,WhereEaten3,WhereEaten4,WhereEaten5,WhereEaten6,WhereEaten7,CommodityGroup
5531,Oregon,Marion,2001-02-27T00:00:00Z,,2001-02-26T00:00:00Z,2001-02-28T00:00:00Z,9,1,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
5532,Oregon,Douglas,2001-04-16T00:00:00Z,,2001-04-14T00:00:00Z,2001-04-17T00:00:00Z,8,0,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
5533,Oregon,Tillamook,2001-04-23T00:00:00Z,,2001-04-21T00:00:00Z,2001-04-22T00:00:00Z,13,0,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Restaurant (unknown type),,,,,,,Leafy
5534,Oregon,Clackamas,2001-05-06T00:00:00Z,,2001-05-05T00:00:00Z,2001-05-05T00:00:00Z,7,2,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,0,.,.,.,.,.,Other,,,,,,,>1 commodity
5535,Oregon,Linn,2001-05-11T00:00:00Z,,2001-05-09T00:00:00Z,2001-05-09T00:00:00Z,6,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,Other,School,,,,,,Unknown
5536,Oregon,Multnomah,2001-05-15T00:00:00Z,,,,50,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,Unknown,,,,,,,Unknown
5537,Oregon,Jefferson,2001-05-19T00:00:00Z,,2001-05-18T00:00:00Z,2001-05-19T00:00:00Z,14,0,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Camp,,,,,,,Unknown
5538,Oregon,Marion,2001-05-19T00:00:00Z,,2001-05-19T00:00:00Z,2001-05-19T00:00:00Z,13,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,Other,Religious location (church/temple),,,,,,Unknown
5540,Oregon,Yamhill,2001-05-26T00:00:00Z,,2001-05-26T00:00:00Z,2001-05-26T00:00:00Z,100,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,Camp,,,,,,,Unknown
5543,Oregon,Jackson,2001-06-25T00:00:00Z,,2001-06-24T00:00:00Z,2001-06-24T00:00:00Z,8,0,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
5545,Oregon,Lane,2001-07-29T00:00:00Z,,2001-07-29T00:00:00Z,2001-07-29T00:00:00Z,10,0,0,Clostridium,,,,,,perfringens,,,,,,,,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,>1 commodity
5546,Oregon,Yamhill,2001-08-04T00:00:00Z,,2001-08-04T00:00:00Z,2001-08-04T00:00:00Z,300,0,0,Clostridium,,,,,,perfringens,,,,,,,,,,,,0,.,.,.,.,.,Picnic,,,,,,,Unknown
5548,Oregon,Klamath,2001-09-18T00:00:00Z,2001-09-18T00:00:00Z,2001-09-17T00:00:00Z,2001-09-17T00:00:00Z,7,0,0,Clostridium,,,,,,perfringens,,,,,,,,,,,,0,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
5549,Oregon,Lincoln,2001-10-31T00:00:00Z,,2001-10-31T00:00:00Z,2001-10-31T00:00:00Z,25,1,,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,School,,,,,,,Unknown
5550,Tennessee,Hamilton,2002-10-08T00:00:00Z,,2002-10-07T00:00:00Z,2002-10-09T00:00:00Z,33,0,0,Calicivirus,,,,,,norovirus,,,,,,GI / undefined cluster by sequence,,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
5551,Minnesota,Hennepin,2002-10-06T00:00:00Z,,2002-10-05T00:00:00Z,2002-10-05T00:00:00Z,34,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,Other,,,,,,,Unknown
5552,Illinois,Lake,2002-08-26T00:00:00Z,,2002-08-25T00:00:00Z,2002-08-28T00:00:00Z,17,1,0,Shigella,,,,,,sonnei,,,,,,,,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
5556,Colorado,Denver,2001-02-15T00:00:00Z,,2001-02-14T00:00:00Z,2001-02-14T00:00:00Z,10,0,0,Bacillus,,,,,,cereus,,,,,,,,,,,,0,.,.,.,.,.,"Workplace, not cafeteria",,,,,,,Grains-Beans
5557,Colorado,Denver,2001-02-19T00:00:00Z,,2001-02-17T00:00:00Z,2001-02-17T00:00:00Z,12,,,Calicivirus,,,,,,norovirus,,,,,,,,,,,,0,.,.,.,.,.,Restaurant (unknown type),,,,,,,>1 commodity
5559,Colorado,Jefferson,2001-02-23T00:00:00Z,,2001-02-23T00:00:00Z,2001-02-23T00:00:00Z,59,,,Clostridium,,,,,,perfringens,,,,,,,,,,,,0,.,.,.,.,.,"Workplace, not cafeteria",,,,,,,Vine
5561,Colorado,Denver,2001-02-26T00:00:00Z,,2001-02-24T00:00:00Z,2001-03-20T00:00:00Z,6,1,0,Salmonella,,,,,,enterica,,,,,,Heidelberg,,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,Eggs
5562,Colorado,Denver,2001-07-15T00:00:00Z,,2001-07-15T00:00:00Z,2001-07-15T00:00:00Z,7,,,Clostridium,,,,,,perfringens,,,,,,,,,,,,0,.,.,.,.,.,Restaurant (unknown type),,,,,,,>1 commodity
5564,Colorado,Adams,2001-11-18T00:00:00Z,,2001-11-18T00:00:00Z,2001-11-18T00:00:00Z,41,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,0,.,.,.,.,.,Religious location (church/temple),,,,,,,Root
5565,Colorado,Boulder,2001-01-07T00:00:00Z,,2001-01-05T00:00:00Z,2001-01-05T00:00:00Z,100,,,Calicivirus,,,,,,norovirus,,,,,,,,,,,,0,.,.,.,.,.,Restaurant (unknown type),,,,,,,Fruits-Nuts
5566,Colorado,El Paso,2001-01-08T00:00:00Z,,2001-01-06T00:00:00Z,2001-01-06T00:00:00Z,44,,,Calicivirus,,,,,,norovirus,,,,,,,,,,,,0,.,.,.,.,.,Other,,,,,,,Unknown
5567,Colorado,Larimer,2001-04-12T00:00:00Z,,2001-04-11T00:00:00Z,2001-04-18T00:00:00Z,12,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,0,.,.,.,.,.,Other,,,,,,,>1 commodity
5568,Florida,Hillsborough,2002-08-24T00:00:00Z,,2002-08-24T00:00:00Z,2002-08-24T00:00:00Z,7,,,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Private home,,,,,,,>1 commodity
5571,Florida,Hillsborough,2002-09-18T00:00:00Z,,2002-09-18T00:00:00Z,2002-09-18T00:00:00Z,6,,,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Private home,,,,,,,Poultry
5573,Maryland,Calvert,2002-09-30T00:00:00Z,,2002-09-29T00:00:00Z,2002-10-03T00:00:00Z,7,1,0,Salmonella,,,,,,enterica,,,,,,Newport,,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,>1 commodity
5574,Florida,Hillsborough,2002-09-06T00:00:00Z,,2002-09-06T00:00:00Z,2002-09-06T00:00:00Z,52,,,Calicivirus,,,,,,norovirus,,,,,,,,,,,,0,.,.,.,.,.,School,,,,,,,>1 commodity
5575,Florida,Hillsborough,2002-09-14T00:00:00Z,,2002-09-14T00:00:00Z,2002-09-14T00:00:00Z,7,1,,Vibrio,,,,,,parahaemolyticus,,,,,,,,,,,,0,.,.,.,.,.,Restaurant (unknown type),,,,,,,>1 commodity
5576,Florida,Hillsborough,2002-09-12T00:00:00Z,,2002-09-11T00:00:00Z,2002-09-11T00:00:00Z,24,,,Calicivirus,,,,,,norovirus,,,,,,,,,,,,0,.,.,.,.,.,Other,,,,,,,Poultry
5578,Minnesota,Olmsted,2002-10-05T00:00:00Z,,2002-10-05T00:00:00Z,2002-10-06T00:00:00Z,23,2,0,Salmonella,,,,,,enterica,,,,,,Enteritidis,,,,,,1,.,.,.,.,.,Private home,,,,,,,>1 commodity
5579,New York,Monroe,2002-02-22T00:00:00Z,,,,10,,,Salmonella,,,,,,enterica,,,,,,Infantis,,,,,,1,.,.,.,.,.,Private home,,,,,,,Beef
5580,Alabama,Jefferson,2002-08-04T00:00:00Z,,2002-08-04T00:00:00Z,2002-08-04T00:00:00Z,7,0,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Restaurant (unknown type),,,,,,,>1 commodity
5581,Washington,King,2002-07-23T00:00:00Z,,2002-07-22T00:00:00Z,2002-07-25T00:00:00Z,37,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,0,.,.,.,.,.,Private home,Other,Restaurant (unknown type),,,,,>1 commodity
5587,Washington,Grant,2002-08-04T00:00:00Z,,2002-08-04T00:00:00Z,2002-08-04T00:00:00Z,17,2,0,Salmonella,,,,,,enterica,,,,,,Agona,,,,,,1,.,.,.,.,.,Private home,,,,,,,Game
5592,Florida,,2002-09-07T00:00:00Z,,2002-09-07T00:00:00Z,2002-09-07T00:00:00Z,28,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
5593,South Dakota,Custer,2002-09-21T00:00:00Z,,2002-09-21T00:00:00Z,2002-09-21T00:00:00Z,42,0,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Camp,Restaurant (unknown type),,,,,,>1 commodity
5598,Hawaii,Honolulu,2001-03-07T00:00:00Z,,2001-03-06T00:00:00Z,2001-03-06T00:00:00Z,8,0,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Other,,,,,,,Poultry
5601,Tennessee,Shelby,2002-10-12T00:00:00Z,,2002-10-11T00:00:00Z,2002-10-11T00:00:00Z,21,0,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Picnic,,,,,,,Pork
5602,Wisconsin,Milwaukee,2001-01-16T00:00:00Z,,2001-01-15T00:00:00Z,2001-01-16T00:00:00Z,27,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,0,.,.,.,.,.,Other,,,,,,,Unknown
5603,Wisconsin,Crawford,2001-01-27T00:00:00Z,,2001-01-26T00:00:00Z,2001-01-26T00:00:00Z,44,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,School,,,,,,,>1 commodity
5604,Wisconsin,Marathon,2001-05-13T00:00:00Z,,2001-05-12T00:00:00Z,,6,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
5605,Wisconsin,Shawano,2001-05-13T00:00:00Z,,2001-05-12T00:00:00Z,2001-05-12T00:00:00Z,24,1,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
5607,Wisconsin,Dane,2001-06-05T00:00:00Z,,2001-06-04T00:00:00Z,2001-06-05T00:00:00Z,21,0,0,Salmonella,,,,,,enterica,,,,,,Braenderup,,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,Poultry
5608,Wisconsin,Milwaukee,2001-07-18T00:00:00Z,,2001-07-17T00:00:00Z,2001-07-17T00:00:00Z,21,0,0,Escherichia,,,,,,"coli, Enterotoxigenic",,,,,,,,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,>1 commodity
5609,Wisconsin,Winnebago,2001-07-25T00:00:00Z,,2001-07-25T00:00:00Z,,56,0,0,Salmonella,Salmonella,Salmonella,,,,enterica,enterica,enterica,,,,Javiana,Kentucky,Mbandaka,,,,1,1,1,.,.,.,Prison,,,,,,,>1 commodity
5611,Wisconsin,Barron,2001-08-23T00:00:00Z,,2001-08-21T00:00:00Z,2001-08-21T00:00:00Z,8,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,>1 commodity
5612,Wisconsin,Dane,2001-08-18T00:00:00Z,,2001-08-18T00:00:00Z,2001-08-18T00:00:00Z,42,0,0,Clostridium,,,,,,perfringens,,,,,,,,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,Poultry
5613,Wisconsin,Eau Claire,2001-10-08T00:00:00Z,,2001-10-07T00:00:00Z,2001-10-07T00:00:00Z,80,,,Campylobacter,Salmonella,,,,,jejuni,enterica,,,,,,Thompson,,,,,1,1,.,.,.,.,Private home,,,,,,,>1 commodity
5614,Wisconsin,Manitowoc,2001-10-11T00:00:00Z,,2001-10-11T00:00:00Z,2001-10-11T00:00:00Z,31,,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
5615,Wisconsin,Dane,2001-10-08T00:00:00Z,,2001-10-06T00:00:00Z,2001-10-06T00:00:00Z,34,6,0,Escherichia,,,,,,"coli, Shiga toxin-producing",,,,,,O157:H7,,,,,,1,.,.,.,.,.,Other,,,,,,,Unknown
5616,Wisconsin,Walworth,2001-09-02T00:00:00Z,,2001-09-01T00:00:00Z,2001-09-02T00:00:00Z,20,3,0,Staphylococcus,Campylobacter,,,,,aureus,jejuni,,,,,,,,,,,1,1,.,.,.,.,Camp,,,,,,,>1 commodity
5617,Wisconsin,Milwaukee,2001-09-08T00:00:00Z,,2001-09-07T00:00:00Z,2001-09-07T00:00:00Z,10,0,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
5618,Wisconsin,Milwaukee,2001-12-15T00:00:00Z,,2001-12-14T00:00:00Z,2001-12-14T00:00:00Z,26,0,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
5622,Minnesota,Fillmore,2002-10-16T00:00:00Z,,2002-10-14T00:00:00Z,2002-10-26T00:00:00Z,50,1,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,Private home,Other,,,,,,>1 commodity
5626,Kansas,Sedgwick,2002-09-18T00:00:00Z,,2002-09-18T00:00:00Z,2002-09-19T00:00:00Z,33,0,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,"Workplace, not cafeteria",,,,,,,Unknown
5628,New York,Nassau,2001-10-14T00:00:00Z,,2001-10-11T00:00:00Z,2001-10-16T00:00:00Z,40,,,Salmonella,,,,,,enterica,,,,,,Enteritidis,,,,,,1,.,.,.,.,.,Restaurant (unknown type),Private home,,,,,,>1 commodity
5630,Kansas,Shawnee,2001-01-11T00:00:00Z,,2001-01-12T00:00:00Z,2001-01-13T00:00:00Z,36,0,0,Calicivirus,,,,,,norovirus,,,,,,Unspecified,,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,Fruits-Nuts
5631,Kansas,Saline,2001-02-04T00:00:00Z,,2001-02-03T00:00:00Z,2001-02-04T00:00:00Z,51,0,0,Calicivirus,,,,,,norovirus,,,,,,Unspecified,,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,>1 commodity
5633,Kansas,Riley,2001-03-19T00:00:00Z,,,,15,1,0,Calicivirus,,,,,,norovirus,,,,,,Unspecified,,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,>1 commodity
5634,Florida,Polk,2002-03-02T00:00:00Z,,2002-02-08T00:00:00Z,2002-02-09T00:00:00Z,16,3,1,Hepatitis,,,,,,A,,,,,,,,,,,,1,.,.,.,.,.,Other,Private home,,,,,,>1 commodity
5639,Hawaii,Honolulu,2001-06-04T00:00:00Z,,2001-06-04T00:00:00Z,2001-06-04T00:00:00Z,6,0,0,Scombroid toxin,,,,,,,,,,,,,,,,,,1,.,.,.,.,.,Private home,Other,,,,,,Finfish
5640,Hawaii,Honolulu,2001-06-17T00:00:00Z,,2001-06-17T00:00:00Z,2001-06-17T00:00:00Z,6,0,0,Clostridium,,,,,,perfringens,,,,,,,,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
5643,Tennessee,Morgan,2002-10-24T00:00:00Z,,2002-10-24T00:00:00Z,2002-10-24T00:00:00Z,64,0,0,Clostridium,,,,,,perfringens,,,,,,,,,,,,1,.,.,.,.,.,Prison,,,,,,,>1 commodity
5644,Tennessee,Blount,2002-10-20T00:00:00Z,,2002-10-19T00:00:00Z,2002-10-19T00:00:00Z,17,0,0,Salmonella,,,,,,enterica,,,,,,Typhimurium,,,,,,1,.,.,.,.,.,Religious location (church/temple),,,,,,,Unknown
5645,Wisconsin,Waupaca,2002-10-27T00:00:00Z,,2002-10-27T00:00:00Z,2002-10-28T00:00:00Z,29,3,0,Staphylococcus,,,,,,aureus,,,,,,,,,,,,1,.,.,.,.,.,Religious location (church/temple),,,,,,,Poultry
5646,Tennessee,Bradley,2002-10-17T00:00:00Z,,2002-10-16T00:00:00Z,2002-10-16T00:00:00Z,8,0,0,Calicivirus,,,,,,norovirus,,,,,,Unspecified,,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
5647,Massachusetts,,2002-04-27T00:00:00Z,,2002-04-26T00:00:00Z,2002-04-28T00:00:00Z,338,7,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,Other,,,,,,,Dairy
5655,Wisconsin,Eau Claire,2002-09-09T00:00:00Z,,2002-09-08T00:00:00Z,2002-09-18T00:00:00Z,12,,,Salmonella,,,,,,enterica,,,,,,,,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
5656,Minnesota,Hennepin,2002-10-28T00:00:00Z,,2002-10-26T00:00:00Z,2002-10-26T00:00:00Z,22,,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,0,.,.,.,.,.,Restaurant (unknown type),,,,,,,>1 commodity
5657,Wisconsin,Waukesha,2002-06-19T00:00:00Z,,2002-06-15T00:00:00Z,2002-06-22T00:00:00Z,40,,,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,Camp,,,,,,,Unknown
5658,Texas,Austin,2002-09-19T00:00:00Z,,2002-09-19T00:00:00Z,2002-09-19T00:00:00Z,240,4,0,Shigella,,,,,,sonnei,,,,,,,,,,,,1,.,.,.,.,.,Other,,,,,,,Unknown
5659,Colorado,Montezuma,2002-07-03T00:00:00Z,,,,13,6,0,Salmonella,,,,,,enterica,,,,,,Newport,,,,,,1,.,.,.,.,.,Private home,Restaurant (unknown type),,,,,,Leafy
5661,Wisconsin,Polk,2001-11-25T00:00:00Z,,2001-11-23T00:00:00Z,2001-11-24T00:00:00Z,13,,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,Other,,,,,,,Unknown
5662,West Virginia,,2001-02-28T00:00:00Z,,2001-02-27T00:00:00Z,2001-02-27T00:00:00Z,18,,,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,Hospital,,,,,,,Fruits-Nuts
5663,Mississippi,Pike,2001-01-12T00:00:00Z,,2001-01-12T00:00:00Z,2001-01-12T00:00:00Z,10,0,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
5664,Nevada,Washoe,2002-10-01T00:00:00Z,,2002-09-30T00:00:00Z,2002-09-30T00:00:00Z,14,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,Other,,,,,,,Unknown
5665,New Hampshire,Hillsborough,2001-05-20T00:00:00Z,,2001-05-19T00:00:00Z,2001-05-19T00:00:00Z,47,,,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Picnic,,,,,,,Unknown
5667,Florida,Santa Rosa,2002-10-12T00:00:00Z,,2002-10-11T00:00:00Z,2002-10-11T00:00:00Z,9,1,,Salmonella,,,,,,enterica,,,,,,Unspecified,,,,,,0,.,.,.,.,.,Other,,,,,,,>1 commodity
5668,Mississippi,Sunflower,2001-01-31T00:00:00Z,,2001-01-31T00:00:00Z,2001-01-31T00:00:00Z,14,0,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Restaurant (unknown type),Prison,,,,,,Poultry
5669,Massachusetts,Suffolk,2001-03-20T00:00:00Z,,2001-03-20T00:00:00Z,,28,,,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,Hospital,,,,,,,Unknown
5670,Mississippi,Washington,2001-04-14T00:00:00Z,,2001-04-13T00:00:00Z,2001-05-03T00:00:00Z,19,2,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Other,,,,,,,Unknown
5671,Mississippi,Copiah,2002-04-27T00:00:00Z,,2002-04-27T00:00:00Z,2002-04-27T00:00:00Z,24,1,0,Staphylococcus,,,,,,aureus,,,,,,,,,,,,1,.,.,.,.,.,Private home,Religious location (church/temple),,,,,,>1 commodity
5672,Mississippi,Prentiss,2002-05-02T00:00:00Z,,2002-05-02T00:00:00Z,2002-05-04T00:00:00Z,41,0,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Other,School,,,,,,Unknown
5673,Washington,Kitsap,2001-01-24T00:00:00Z,,2001-01-23T00:00:00Z,2001-01-23T00:00:00Z,10,,,Calicivirus,,,,,,norovirus,,,,,,,,,,,,0,.,.,.,.,.,School,,,,,,,>1 commodity
5677,Washington,Snohomish,2001-03-10T00:00:00Z,,2001-03-10T00:00:00Z,2001-03-10T00:00:00Z,6,0,0,Salmonella,,,,,,enterica,,,,,,,,,,,,0,.,.,.,.,.,Grocery store,,,,,,,Poultry
5678,Massachusetts,Norfolk,2001-04-11T00:00:00Z,,2001-04-11T00:00:00Z,2001-04-12T00:00:00Z,29,3,0,Salmonella,,,,,,enterica,,,,,,Heidelberg,,,,,,1,.,.,.,.,.,Other,,,,,,,>1 commodity
5679,Florida,Manatee,2002-10-25T00:00:00Z,,2002-10-25T00:00:00Z,2002-10-25T00:00:00Z,17,,,Clostridium,,,,,,perfringens,,,,,,,,,,,,0,.,.,.,.,.,Other,,,,,,,Unknown
5684,Massachusetts,Hampden,2001-06-11T00:00:00Z,,2001-06-11T00:00:00Z,2001-06-12T00:00:00Z,96,,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,0,.,.,.,.,.,School,,,,,,,>1 commodity
5685,Massachusetts,,2001-05-30T00:00:00Z,,,,8,6,0,Escherichia,,,,,,"coli, Shiga toxin-producing",,,,,,O157:H7,,,,,,1,.,.,.,.,.,Religious location (church/temple),Restaurant (unknown type),Private home,"Workplace, not cafeteria",,,,Unknown
5691,Florida,Pinellas,2002-09-30T00:00:00Z,,2002-09-29T00:00:00Z,2002-09-29T00:00:00Z,8,,,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Restaurant (unknown type),,,,,,,>1 commodity
5692,Texas,Dallas,2001-06-10T00:00:00Z,,2001-06-09T00:00:00Z,2001-06-09T00:00:00Z,31,3,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Other,,,,,,,Unknown
5693,Texas,Harris,2001-05-11T00:00:00Z,,2001-05-11T00:00:00Z,2001-05-11T00:00:00Z,29,0,0,Salmonella,,,,,,enterica,,,,,,Enteritidis,,,,,,1,.,.,.,.,.,Other,,,,,,,>1 commodity
5694,Tennessee,Henry,2002-11-09T00:00:00Z,,2002-11-07T00:00:00Z,2002-11-07T00:00:00Z,12,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,Unknown,,,,,,,>1 commodity
5697,Texas,Childress,2001-11-10T00:00:00Z,,2001-11-10T00:00:00Z,2001-11-12T00:00:00Z,404,0,4,Salmonella,,,,,,enterica,,,,,,Typhimurium,,,,,,1,.,.,.,.,.,Prison,,,,,,,Unknown
5699,Florida,Miami-Dade,2002-08-02T00:00:00Z,,2002-08-02T00:00:00Z,2002-08-02T00:00:00Z,7,2,,Ciguatoxin,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Private home,,,,,,,Finfish
5703,Texas,Collin,2001-03-22T00:00:00Z,,2001-03-22T00:00:00Z,2001-03-22T00:00:00Z,28,,,Bacillus,Calicivirus,,,,,cereus,norovirus,,,,,,,,,,,1,0,.,.,.,.,Unknown,,,,,,,>1 commodity
5704,Vermont,Caledonia,2001-08-12T00:00:00Z,,2001-08-10T00:00:00Z,,15,1,0,Salmonella,Salmonella,,,,,enterica,enterica,,,,,Typhimurium,Newport,,,,,1,1,.,.,.,.,"Fair, festival, other mobile services",,,,,,,Pork
5705,Vermont,Orleans,2000-12-31T00:00:00Z,,,,20,0,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
5706,Vermont,Addison,2001-12-14T00:00:00Z,,2001-12-12T00:00:00Z,,49,3,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,School,,,,,,,>1 commodity
5707,Arkansas,Lincoln,2001-08-06T00:00:00Z,,2001-08-06T00:00:00Z,2001-08-06T00:00:00Z,32,,,Staphylococcus,,,,,,aureus,,,,,,,,,,,,0,.,.,.,.,.,Prison,,,,,,,>1 commodity
5708,Arkansas,Arkansas,2001-09-24T00:00:00Z,,2001-09-24T00:00:00Z,2001-09-24T00:00:00Z,43,4,,Staphylococcus,,,,,,aureus,,,,,,,,,,,,1,.,.,.,.,.,Picnic,,,,,,,Pork
5709,Arizona,Yavapai,2001-04-12T00:00:00Z,,2001-04-12T00:00:00Z,2001-04-15T00:00:00Z,31,0,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,School,,,,,,,Grains-Beans
5710,Texas,Kerr,2001-06-24T00:00:00Z,,2001-06-23T00:00:00Z,2001-06-23T00:00:00Z,134,0,0,Salmonella,,,,,,enterica,,,,,,Panama,,,,,,1,.,.,.,.,.,Camp,,,,,,,>1 commodity
5712,Texas,Taylor,2001-11-18T00:00:00Z,,2001-11-18T00:00:00Z,2001-11-28T00:00:00Z,20,2,0,Escherichia,,,,,,"coli, Shiga toxin-producing",,,,,,O157:H7,,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,Leafy
5714,Texas,Denton,2001-08-25T00:00:00Z,,2001-08-25T00:00:00Z,2001-08-29T00:00:00Z,16,9,0,Clostridium,,,,,,botulinum,,,,,,,,,,,,1,.,.,.,.,.,Private home,Religious location (church/temple),,,,,,>1 commodity
5715,Arizona,Yavapai,2001-08-01T00:00:00Z,,2001-07-15T00:00:00Z,2001-08-04T00:00:00Z,62,4,,Campylobacter,,,,,,unknown,,,,,,,,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
5716,Arizona,Pima,2001-09-15T00:00:00Z,,2001-09-15T00:00:00Z,2001-09-15T00:00:00Z,35,1,,Salmonella,,,,,,enterica,,,,,,Anatum,,,,,,1,.,.,.,.,.,Private home,,,,,,,>1 commodity
5718,Louisiana,Orleans,2001-01-24T00:00:00Z,,2001-01-23T00:00:00Z,2001-01-29T00:00:00Z,13,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,0,.,.,.,.,.,Restaurant (unknown type),,,,,,,Mollusk
5720,Utah,Juab,2002-01-03T00:00:00Z,2002-01-09T00:00:00Z,2002-01-02T00:00:00Z,2002-01-02T00:00:00Z,13,0,0,Campylobacter,,,,,,jejuni,,,,,,,,,,,,1,.,.,.,.,.,Private home,,,,,,,Dairy
